AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
4.7|5.7|5.2|427|IX(a) Rhabdomyosarcomas|82749431|0-19|All Races|Male and Female|2007|4.7|5.7|5.2
1.1|1.7|1.4|117|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82749431|0-19|All Races|Male and Female|2007|1.2|1.7|1.4
~|~|~|~|IX(c) Kaposi sarcoma|82749431|0-19|All Races|Male and Female|2007|~|~|~
4.3|5.3|4.8|403|IX(d) Other specified soft tissue sarcomas|82749431|0-19|All Races|Male and Female|2007|4.4|5.4|4.9
1.0|1.4|1.2|99|IX(e) Unspecified soft tissue sarcomas|82749431|0-19|All Races|Male and Female|2007|1.0|1.5|1.2
0.1|0.4|0.2|19|Not classified by ICCC|82749431|0-19|All Races|Male and Female|2007|0.1|0.4|0.2
2.8|3.6|3.2|270|V Retinoblastoma|82749431|0-19|All Races|Male and Female|2007|2.9|3.7|3.3
6.3|7.5|6.9|569|VI Renal tumors|82749431|0-19|All Races|Male and Female|2007|6.3|7.5|6.9
5.7|6.8|6.2|513|VI(a) Nephroblastoma and other nonepithelial renal tumors|82749431|0-19|All Races|Male and Female|2007|5.7|6.8|6.2
0.5|0.8|0.6|54|VI(b) Renal carcinomas|82749431|0-19|All Races|Male and Female|2007|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82749431|0-19|All Races|Male and Female|2007|~|~|~
2.0|2.7|2.3|194|VII Hepatic tumors|82749431|0-19|All Races|Male and Female|2007|2.0|2.7|2.3
1.4|2.0|1.7|142|VII(a) Hepatoblastoma|82749431|0-19|All Races|Male and Female|2007|1.4|2.0|1.7
0.5|0.8|0.6|52|VII(b) Hepatic carcinomas|82749431|0-19|All Races|Male and Female|2007|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82749431|0-19|All Races|Male and Female|2007|~|~|~
8.2|9.4|8.8|736|VIII Malignant bone tumors|82749431|0-19|All Races|Male and Female|2007|8.3|9.6|8.9
4.2|5.2|4.7|393|VIII(a) Osteosarcomas|82749431|0-19|All Races|Male and Female|2007|4.3|5.2|4.7
0.3|0.5|0.4|32|VIII(b) Chondrosarcomas|82749431|0-19|All Races|Male and Female|2007|0.3|0.5|0.4
2.7|3.5|3.1|258|VIII(c) Ewing tumor and related sarcomas of bone|82749431|0-19|All Races|Male and Female|2007|2.7|3.5|3.1
0.3|0.5|0.4|31|VIII(d) Other specified malignant bone tumors|82749431|0-19|All Races|Male and Female|2007|0.3|0.5|0.4
0.2|0.4|0.3|22|VIII(e) Unspecified malignant bone tumors|82749431|0-19|All Races|Male and Female|2007|0.2|0.4|0.3
10.4|11.8|11.1|952|X Germ cell, trophoblastic tumors & neoplasms of gonads|82749431|0-19|All Races|Male and Female|2007|10.8|12.3|11.5
1.3|1.9|1.6|134|X(a) Intracranial & intraspinal germ cell tumors|82749431|0-19|All Races|Male and Female|2007|1.4|1.9|1.6
1.1|1.7|1.4|118|X(b) Malignant extracranial & extragonadal germ cell tumors|82749431|0-19|All Races|Male and Female|2007|1.2|1.7|1.4
6.9|8.1|7.5|644|X(c) Malignant gonadal germ cell tumors|82749431|0-19|All Races|Male and Female|2007|7.2|8.4|7.8
0.2|0.5|0.4|31|X(d) Gonadal carcinomas|82749431|0-19|All Races|Male and Female|2007|0.3|0.5|0.4
0.2|0.4|0.3|25|X(e) Other and unspecified malignant gonadal tumors|82749431|0-19|All Races|Male and Female|2007|0.2|0.4|0.3
16.8|18.6|17.6|1516|XI Other malignant epithelial neoplasms and malignant melanomas|82749431|0-19|All Races|Male and Female|2007|17.4|19.3|18.3
~|~|~|~|XI(a) Adrenocortical carcinomas|82749431|0-19|All Races|Male and Female|2007|~|~|~
6.7|7.9|7.3|630|XI(b) Thyroid carcinomas|82749431|0-19|All Races|Male and Female|2007|7.0|8.2|7.6
0.5|0.8|0.6|52|XI(c) Nasopharyngeal carcinomas|82749431|0-19|All Races|Male and Female|2007|0.5|0.8|0.6
4.9|5.9|5.4|459|XI(d) Malignant melanomas|82749431|0-19|All Races|Male and Female|2007|5.1|6.1|5.5
~|~|~|~|XI(e) Skin carcinomas|82749431|0-19|All Races|Male and Female|2007|~|~|~
3.7|4.6|4.1|352|XI(f) Other and unspecified carcinomas|82749431|0-19|All Races|Male and Female|2007|3.8|4.7|4.3
0.6|1.0|0.8|69|XII Other and unspecified malignant neoplasms|82749431|0-19|All Races|Male and Female|2007|0.6|1.1|0.8
0.2|0.5|0.3|29|XII(a) Other specified malignant tumors|82749431|0-19|All Races|Male and Female|2007|0.2|0.5|0.4
0.3|0.6|0.5|40|XII(b) Other unspecified malignant tumors|82749431|0-19|All Races|Male and Female|2007|0.3|0.7|0.5
175.7|181.4|178.5|14987|All ICCC Groups Combined|83118264|0-19|All Races|Male and Female|2008|177.4|183.2|180.3
47.2|50.2|48.7|4047|I Leukemias, myeloproliferative & myelodysplastic diseases|83118264|0-19|All Races|Male and Female|2008|47.2|50.2|48.7
33.8|36.4|35.1|2900|I(a) Lymphoid leukemias|83118264|0-19|All Races|Male and Female|2008|33.6|36.2|34.9
7.7|8.9|8.3|696|I(b) Acute myeloid leukemias|83118264|0-19|All Races|Male and Female|2008|7.8|9.0|8.4
2.3|3.0|2.7|227|I(c) Chronic myeloproliferative diseases|83118264|0-19|All Races|Male and Female|2008|2.4|3.1|2.7
1.3|1.9|1.6|132|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|83118264|0-19|All Races|Male and Female|2008|1.3|1.9|1.6
0.9|1.3|1.1|92|I(e) Unspecified and other specified leukemias|83118264|0-19|All Races|Male and Female|2008|0.9|1.4|1.1
24.4|26.5|25.4|2154|II Lymphomas and reticuloendothelial neoplasms|83118264|0-19|All Races|Male and Female|2008|24.8|27.0|25.9
12.1|13.7|12.9|1103|II(a) Hodgkin lymphomas|83118264|0-19|All Races|Male and Female|2008|12.5|14.1|13.3
8.1|9.4|8.7|736|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|83118264|0-19|All Races|Male and Female|2008|8.2|9.5|8.9
2.2|2.9|2.6|211|II(c) Burkitt lymphoma|83118264|0-19|All Races|Male and Female|2008|2.2|2.9|2.5
0.7|1.2|0.9|78|II(d) Miscellaneous lymphoreticular neoplasms|83118264|0-19|All Races|Male and Female|2008|0.7|1.2|0.9
0.2|0.5|0.3|26|II(e) Unspecified lymphomas|83118264|0-19|All Races|Male and Female|2008|0.2|0.5|0.3
30.9|33.4|32.1|2660|III CNS and misc intracranial and intraspinal neoplasms|83118264|0-19|All Races|Male and Female|2008|30.8|33.2|32.0
2.0|2.7|2.4|196|III(a) Ependymomas and choroid plexus tumor|83118264|0-19|All Races|Male and Female|2008|2.0|2.7|2.4
15.3|17.1|16.2|1339|III(b) Astrocytomas|83118264|0-19|All Races|Male and Female|2008|15.3|17.0|16.1
6.2|7.3|6.8|558|III(c) Intracranial and intraspinal embryonal tumors|83118264|0-19|All Races|Male and Female|2008|6.2|7.3|6.7
5.2|6.3|5.7|475|III(d) Other gliomas|83118264|0-19|All Races|Male and Female|2008|5.2|6.3|5.7
0.5|0.9|0.7|59|III(e) Other specified intracranial & intraspinal neoplasms|83118264|0-19|All Races|Male and Female|2008|0.5|0.9|0.7
0.3|0.6|0.4|33|III(f) Unspecified intracranial and intraspinal neoplasms|83118264|0-19|All Races|Male and Female|2008|0.3|0.6|0.4
7.8|9.1|8.4|705|IV Neuroblastoma and other peripheral nervous cell tumors|83118264|0-19|All Races|Male and Female|2008|7.9|9.1|8.5
7.5|8.7|8.1|678|IV(a) Neuroblastoma and ganglioneuroblastoma|83118264|0-19|All Races|Male and Female|2008|7.6|8.8|8.2
0.2|0.5|0.3|27|IV(b) Other peripheral nervous cell tumors|83118264|0-19|All Races|Male and Female|2008|0.2|0.5|0.3
11.6|13.1|12.3|1033|IX Soft tissue and other extraosseous sarcomas|83118264|0-19|All Races|Male and Female|2008|11.7|13.2|12.4
4.6|5.6|5.1|425|IX(a) Rhabdomyosarcomas|83118264|0-19|All Races|Male and Female|2008|4.6|5.6|5.1
0.9|1.3|1.1|92|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|83118264|0-19|All Races|Male and Female|2008|0.9|1.4|1.1
~|~|~|~|IX(c) Kaposi sarcoma|83118264|0-19|All Races|Male and Female|2008|~|~|~
4.1|5.0|4.6|385|IX(d) Other specified soft tissue sarcomas|83118264|0-19|All Races|Male and Female|2008|4.2|5.1|4.6
1.3|1.8|1.5|129|IX(e) Unspecified soft tissue sarcomas|83118264|0-19|All Races|Male and Female|2008|1.3|1.8|1.6
0.2|0.4|0.3|24|Not classified by ICCC|83118264|0-19|All Races|Male and Female|2008|0.2|0.4|0.3
2.8|3.6|3.2|267|V Retinoblastoma|83118264|0-19|All Races|Male and Female|2008|2.8|3.6|3.2
6.7|7.8|7.2|602|VI Renal tumors|83118264|0-19|All Races|Male and Female|2008|6.7|7.8|7.2
5.9|7.0|6.5|537|VI(a) Nephroblastoma and other nonepithelial renal tumors|83118264|0-19|All Races|Male and Female|2008|5.9|7.0|6.5
0.6|0.9|0.7|62|VI(b) Renal carcinomas|83118264|0-19|All Races|Male and Female|2008|0.6|1.0|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|83118264|0-19|All Races|Male and Female|2008|~|~|~
1.9|2.6|2.3|190|VII Hepatic tumors|83118264|0-19|All Races|Male and Female|2008|2.0|2.6|2.3
1.4|2.0|1.7|142|VII(a) Hepatoblastoma|83118264|0-19|All Races|Male and Female|2008|1.4|2.0|1.7
0.4|0.7|0.6|47|VII(b) Hepatic carcinomas|83118264|0-19|All Races|Male and Female|2008|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|83118264|0-19|All Races|Male and Female|2008|~|~|~
8.1|9.4|8.8|735|VIII Malignant bone tumors|83118264|0-19|All Races|Male and Female|2008|8.2|9.5|8.8
4.5|5.4|4.9|414|VIII(a) Osteosarcomas|83118264|0-19|All Races|Male and Female|2008|4.5|5.5|5.0
0.3|0.6|0.4|34|VIII(b) Chondrosarcomas|83118264|0-19|All Races|Male and Female|2008|0.3|0.6|0.4
2.4|3.2|2.8|232|VIII(c) Ewing tumor and related sarcomas of bone|83118264|0-19|All Races|Male and Female|2008|2.4|3.2|2.8
0.3|0.5|0.4|33|VIII(d) Other specified malignant bone tumors|83118264|0-19|All Races|Male and Female|2008|0.3|0.6|0.4
0.2|0.4|0.3|22|VIII(e) Unspecified malignant bone tumors|83118264|0-19|All Races|Male and Female|2008|0.2|0.4|0.3
10.2|11.6|10.9|941|X Germ cell, trophoblastic tumors & neoplasms of gonads|83118264|0-19|All Races|Male and Female|2008|10.6|12.1|11.3
1.5|2.0|1.7|145|X(a) Intracranial & intraspinal germ cell tumors|83118264|0-19|All Races|Male and Female|2008|1.5|2.1|1.7
1.2|1.7|1.4|123|X(b) Malignant extracranial & extragonadal germ cell tumors|83118264|0-19|All Races|Male and Female|2008|1.2|1.8|1.5
6.7|7.8|7.3|630|X(c) Malignant gonadal germ cell tumors|83118264|0-19|All Races|Male and Female|2008|7.0|8.2|7.6
0.2|0.5|0.3|29|X(d) Gonadal carcinomas|83118264|0-19|All Races|Male and Female|2008|0.2|0.5|0.3
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|83118264|0-19|All Races|Male and Female|2008|~|~|~
17.3|19.1|18.2|1566|XI Other malignant epithelial neoplasms and malignant melanomas|83118264|0-19|All Races|Male and Female|2008|17.9|19.8|18.8
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|83118264|0-19|All Races|Male and Female|2008|0.1|0.4|0.2
7.5|8.7|8.0|696|XI(b) Thyroid carcinomas|83118264|0-19|All Races|Male and Female|2008|7.8|9.0|8.4
0.4|0.7|0.5|46|XI(c) Nasopharyngeal carcinomas|83118264|0-19|All Races|Male and Female|2008|0.4|0.7|0.6
4.4|5.4|4.9|421|XI(d) Malignant melanomas|83118264|0-19|All Races|Male and Female|2008|4.6|5.6|5.1
~|~|~|~|XI(e) Skin carcinomas|83118264|0-19|All Races|Male and Female|2008|~|~|~
4.0|4.9|4.4|379|XI(f) Other and unspecified carcinomas|83118264|0-19|All Races|Male and Female|2008|4.1|5.0|4.6
0.6|1.0|0.7|63|XII Other and unspecified malignant neoplasms|83118264|0-19|All Races|Male and Female|2008|0.6|1.0|0.8
0.3|0.5|0.4|32|XII(a) Other specified malignant tumors|83118264|0-19|All Races|Male and Female|2008|0.3|0.5|0.4
0.2|0.5|0.4|31|XII(b) Other unspecified malignant tumors|83118264|0-19|All Races|Male and Female|2008|0.3|0.5|0.4
174.6|180.3|177.5|14908|All ICCC Groups Combined|83280391|0-19|All Races|Male and Female|2009|176.1|181.9|179.0
45.7|48.6|47.1|3927|I Leukemias, myeloproliferative & myelodysplastic diseases|83280391|0-19|All Races|Male and Female|2009|45.7|48.7|47.2
33.3|35.9|34.6|2872|I(a) Lymphoid leukemias|83280391|0-19|All Races|Male and Female|2009|33.2|35.8|34.5
7.0|8.2|7.6|639|I(b) Acute myeloid leukemias|83280391|0-19|All Races|Male and Female|2009|7.1|8.3|7.7
2.0|2.6|2.3|194|I(c) Chronic myeloproliferative diseases|83280391|0-19|All Races|Male and Female|2009|2.0|2.7|2.3
1.2|1.8|1.5|125|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|83280391|0-19|All Races|Male and Female|2009|1.2|1.8|1.5
0.9|1.4|1.2|97|I(e) Unspecified and other specified leukemias|83280391|0-19|All Races|Male and Female|2009|0.9|1.4|1.2
24.2|26.4|25.3|2144|II Lymphomas and reticuloendothelial neoplasms|83280391|0-19|All Races|Male and Female|2009|24.7|26.9|25.7
11.9|13.4|12.6|1081|II(a) Hodgkin lymphomas|83280391|0-19|All Races|Male and Female|2009|12.2|13.8|13.0
8.2|9.5|8.9|745|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|83280391|0-19|All Races|Male and Female|2009|8.3|9.6|8.9
1.9|2.6|2.2|184|II(c) Burkitt lymphoma|83280391|0-19|All Races|Male and Female|2009|1.9|2.6|2.2
1.1|1.6|1.3|109|II(d) Miscellaneous lymphoreticular neoplasms|83280391|0-19|All Races|Male and Female|2009|1.1|1.6|1.3
0.2|0.4|0.3|25|II(e) Unspecified lymphomas|83280391|0-19|All Races|Male and Female|2009|0.2|0.4|0.3
30.7|33.1|31.9|2642|III CNS and misc intracranial and intraspinal neoplasms|83280391|0-19|All Races|Male and Female|2009|30.5|33.0|31.7
2.1|2.8|2.4|204|III(a) Ependymomas and choroid plexus tumor|83280391|0-19|All Races|Male and Female|2009|2.1|2.8|2.4
15.2|16.9|16.0|1332|III(b) Astrocytomas|83280391|0-19|All Races|Male and Female|2009|15.1|16.9|16.0
5.8|6.9|6.3|524|III(c) Intracranial and intraspinal embryonal tumors|83280391|0-19|All Races|Male and Female|2009|5.8|6.9|6.3
5.5|6.5|6.0|495|III(d) Other gliomas|83280391|0-19|All Races|Male and Female|2009|5.4|6.5|5.9
0.4|0.8|0.6|49|III(e) Other specified intracranial & intraspinal neoplasms|83280391|0-19|All Races|Male and Female|2009|0.4|0.8|0.6
0.3|0.6|0.5|38|III(f) Unspecified intracranial and intraspinal neoplasms|83280391|0-19|All Races|Male and Female|2009|0.3|0.6|0.5
7.6|8.9|8.2|686|IV Neuroblastoma and other peripheral nervous cell tumors|83280391|0-19|All Races|Male and Female|2009|7.6|8.9|8.2
7.4|8.6|8.0|665|IV(a) Neuroblastoma and ganglioneuroblastoma|83280391|0-19|All Races|Male and Female|2009|7.4|8.6|8.0
0.2|0.4|0.2|21|IV(b) Other peripheral nervous cell tumors|83280391|0-19|All Races|Male and Female|2009|0.2|0.4|0.3
11.4|12.9|12.2|1021|IX Soft tissue and other extraosseous sarcomas|83280391|0-19|All Races|Male and Female|2009|11.5|13.0|12.3
3.8|4.7|4.2|352|IX(a) Rhabdomyosarcomas|83280391|0-19|All Races|Male and Female|2009|3.8|4.7|4.2
1.3|1.8|1.5|130|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|83280391|0-19|All Races|Male and Female|2009|1.3|1.9|1.6
~|~|~|~|IX(c) Kaposi sarcoma|83280391|0-19|All Races|Male and Female|2009|~|~|~
4.5|5.5|5.0|418|IX(d) Other specified soft tissue sarcomas|83280391|0-19|All Races|Male and Female|2009|4.5|5.5|5.0
1.1|1.6|1.4|114|IX(e) Unspecified soft tissue sarcomas|83280391|0-19|All Races|Male and Female|2009|1.1|1.6|1.4
0.3|0.5|0.4|31|Not classified by ICCC|83280391|0-19|All Races|Male and Female|2009|0.3|0.5|0.4
3.0|3.8|3.4|282|V Retinoblastoma|83280391|0-19|All Races|Male and Female|2009|3.0|3.8|3.4
6.8|8.0|7.4|614|VI Renal tumors|83280391|0-19|All Races|Male and Female|2009|6.8|8.0|7.4
6.0|7.1|6.6|545|VI(a) Nephroblastoma and other nonepithelial renal tumors|83280391|0-19|All Races|Male and Female|2009|6.0|7.1|6.5
0.6|1.0|0.8|67|VI(b) Renal carcinomas|83280391|0-19|All Races|Male and Female|2009|0.6|1.0|0.8
~|~|~|~|VI(c) Unspecified malignant renal tumors|83280391|0-19|All Races|Male and Female|2009|~|~|~
1.7|2.3|2.0|168|VII Hepatic tumors|83280391|0-19|All Races|Male and Female|2009|1.7|2.3|2.0
1.2|1.7|1.4|117|VII(a) Hepatoblastoma|83280391|0-19|All Races|Male and Female|2009|1.2|1.7|1.4
0.4|0.8|0.6|49|VII(b) Hepatic carcinomas|83280391|0-19|All Races|Male and Female|2009|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|83280391|0-19|All Races|Male and Female|2009|~|~|~
8.4|9.7|9.0|760|VIII Malignant bone tumors|83280391|0-19|All Races|Male and Female|2009|8.5|9.8|9.1
4.6|5.6|5.1|425|VIII(a) Osteosarcomas|83280391|0-19|All Races|Male and Female|2009|4.6|5.6|5.1
0.2|0.5|0.3|27|VIII(b) Chondrosarcomas|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.3
2.6|3.3|2.9|247|VIII(c) Ewing tumor and related sarcomas of bone|83280391|0-19|All Races|Male and Female|2009|2.6|3.4|3.0
0.4|0.7|0.5|42|VIII(d) Other specified malignant bone tumors|83280391|0-19|All Races|Male and Female|2009|0.4|0.7|0.5
0.1|0.4|0.2|19|VIII(e) Unspecified malignant bone tumors|83280391|0-19|All Races|Male and Female|2009|0.1|0.4|0.2
10.8|12.3|11.5|990|X Germ cell, trophoblastic tumors & neoplasms of gonads|83280391|0-19|All Races|Male and Female|2009|11.2|12.7|11.9
1.4|2.0|1.7|141|X(a) Intracranial & intraspinal germ cell tumors|83280391|0-19|All Races|Male and Female|2009|1.4|2.0|1.7
1.1|1.6|1.4|115|X(b) Malignant extracranial & extragonadal germ cell tumors|83280391|0-19|All Races|Male and Female|2009|1.1|1.7|1.4
7.0|8.1|7.5|653|X(c) Malignant gonadal germ cell tumors|83280391|0-19|All Races|Male and Female|2009|7.3|8.5|7.8
0.5|0.8|0.6|53|X(d) Gonadal carcinomas|83280391|0-19|All Races|Male and Female|2009|0.5|0.8|0.6
0.2|0.5|0.3|28|X(e) Other and unspecified malignant gonadal tumors|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.3
17.3|19.1|18.2|1567|XI Other malignant epithelial neoplasms and malignant melanomas|83280391|0-19|All Races|Male and Female|2009|17.9|19.8|18.8
0.2|0.4|0.2|21|XI(a) Adrenocortical carcinomas|83280391|0-19|All Races|Male and Female|2009|0.2|0.4|0.3
7.6|8.9|8.2|711|XI(b) Thyroid carcinomas|83280391|0-19|All Races|Male and Female|2009|7.9|9.2|8.5
0.5|0.9|0.7|59|XI(c) Nasopharyngeal carcinomas|83280391|0-19|All Races|Male and Female|2009|0.5|0.9|0.7
4.0|4.9|4.4|384|XI(d) Malignant melanomas|83280391|0-19|All Races|Male and Female|2009|4.2|5.1|4.6
~|~|~|~|XI(e) Skin carcinomas|83280391|0-19|All Races|Male and Female|2009|~|~|~
4.0|4.9|4.5|383|XI(f) Other and unspecified carcinomas|83280391|0-19|All Races|Male and Female|2009|4.1|5.1|4.6
0.7|1.1|0.9|76|XII Other and unspecified malignant neoplasms|83280391|0-19|All Races|Male and Female|2009|0.7|1.1|0.9
0.2|0.5|0.4|30|XII(a) Other specified malignant tumors|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.4
0.4|0.7|0.5|46|XII(b) Other unspecified malignant tumors|83280391|0-19|All Races|Male and Female|2009|0.4|0.7|0.6
178.6|184.3|181.4|15189|All ICCC Groups Combined|83185451|0-19|All Races|Male and Female|2010|179.7|185.5|182.6
47.4|50.4|48.9|4070|I Leukemias, myeloproliferative & myelodysplastic diseases|83185451|0-19|All Races|Male and Female|2010|47.4|50.5|48.9
33.3|35.8|34.5|2865|I(a) Lymphoid leukemias|83185451|0-19|All Races|Male and Female|2010|33.2|35.7|34.4
7.7|9.0|8.4|700|I(b) Acute myeloid leukemias|83185451|0-19|All Races|Male and Female|2010|7.8|9.1|8.4
2.3|3.0|2.6|219|I(c) Chronic myeloproliferative diseases|83185451|0-19|All Races|Male and Female|2010|2.3|3.0|2.6
1.5|2.1|1.8|151|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|83185451|0-19|All Races|Male and Female|2010|1.5|2.1|1.8
1.4|1.9|1.6|135|I(e) Unspecified and other specified leukemias|83185451|0-19|All Races|Male and Female|2010|1.4|1.9|1.6
26.4|28.6|27.5|2315|II Lymphomas and reticuloendothelial neoplasms|83185451|0-19|All Races|Male and Female|2010|26.7|29.0|27.8
11.3|12.8|12.1|1030|II(a) Hodgkin lymphomas|83185451|0-19|All Races|Male and Female|2010|11.6|13.2|12.4
8.1|9.4|8.7|729|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|83185451|0-19|All Races|Male and Female|2010|8.1|9.4|8.8
2.1|2.8|2.4|203|II(c) Burkitt lymphoma|83185451|0-19|All Races|Male and Female|2010|2.1|2.8|2.4
3.5|4.4|3.9|324|II(d) Miscellaneous lymphoreticular neoplasms|83185451|0-19|All Races|Male and Female|2010|3.5|4.3|3.9
0.2|0.5|0.3|29|II(e) Unspecified lymphomas|83185451|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
31.0|33.5|32.3|2673|III CNS and misc intracranial and intraspinal neoplasms|83185451|0-19|All Races|Male and Female|2010|30.9|33.4|32.1
2.5|3.2|2.8|236|III(a) Ependymomas and choroid plexus tumor|83185451|0-19|All Races|Male and Female|2010|2.5|3.2|2.8
16.0|17.8|16.9|1398|III(b) Astrocytomas|83185451|0-19|All Races|Male and Female|2010|15.9|17.7|16.8
5.5|6.6|6.0|499|III(c) Intracranial and intraspinal embryonal tumors|83185451|0-19|All Races|Male and Female|2010|5.5|6.5|6.0
5.1|6.1|5.6|463|III(d) Other gliomas|83185451|0-19|All Races|Male and Female|2010|5.1|6.1|5.6
0.4|0.8|0.6|50|III(e) Other specified intracranial & intraspinal neoplasms|83185451|0-19|All Races|Male and Female|2010|0.4|0.8|0.6
0.2|0.5|0.3|27|III(f) Unspecified intracranial and intraspinal neoplasms|83185451|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
8.0|9.2|8.6|713|IV Neuroblastoma and other peripheral nervous cell tumors|83185451|0-19|All Races|Male and Female|2010|8.0|9.2|8.6
7.8|9.0|8.4|696|IV(a) Neuroblastoma and ganglioneuroblastoma|83185451|0-19|All Races|Male and Female|2010|7.8|9.0|8.4
0.1|0.3|0.2|17|IV(b) Other peripheral nervous cell tumors|83185451|0-19|All Races|Male and Female|2010|0.1|0.3|0.2
12.0|13.6|12.8|1069|IX Soft tissue and other extraosseous sarcomas|83185451|0-19|All Races|Male and Female|2010|12.1|13.6|12.9
4.8|5.8|5.3|439|IX(a) Rhabdomyosarcomas|83185451|0-19|All Races|Male and Female|2010|4.8|5.8|5.3
0.8|1.3|1.0|86|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|83185451|0-19|All Races|Male and Female|2010|0.8|1.3|1.0
~|~|~|~|IX(c) Kaposi sarcoma|83185451|0-19|All Races|Male and Female|2010|~|~|~
4.3|5.2|4.7|398|IX(d) Other specified soft tissue sarcomas|83185451|0-19|All Races|Male and Female|2010|4.3|5.3|4.8
1.4|2.0|1.7|143|IX(e) Unspecified soft tissue sarcomas|83185451|0-19|All Races|Male and Female|2010|1.4|2.0|1.7
0.2|0.4|0.3|21|Not classified by ICCC|83185451|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
3.0|3.8|3.4|282|V Retinoblastoma|83185451|0-19|All Races|Male and Female|2010|3.0|3.8|3.4
6.1|7.3|6.7|557|VI Renal tumors|83185451|0-19|All Races|Male and Female|2010|6.2|7.3|6.7
5.6|6.7|6.2|513|VI(a) Nephroblastoma and other nonepithelial renal tumors|83185451|0-19|All Races|Male and Female|2010|5.6|6.7|6.2
0.4|0.7|0.5|42|VI(b) Renal carcinomas|83185451|0-19|All Races|Male and Female|2010|0.4|0.7|0.5
~|~|~|~|VI(c) Unspecified malignant renal tumors|83185451|0-19|All Races|Male and Female|2010|~|~|~
2.3|3.0|2.6|221|VII Hepatic tumors|83185451|0-19|All Races|Male and Female|2010|2.3|3.0|2.7
1.6|2.2|1.9|160|VII(a) Hepatoblastoma|83185451|0-19|All Races|Male and Female|2010|1.6|2.2|1.9
0.5|0.9|0.7|59|VII(b) Hepatic carcinomas|83185451|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|83185451|0-19|All Races|Male and Female|2010|~|~|~
7.7|9.0|8.3|696|VIII Malignant bone tumors|83185451|0-19|All Races|Male and Female|2010|7.8|9.0|8.4
4.3|5.2|4.7|397|VIII(a) Osteosarcomas|83185451|0-19|All Races|Male and Female|2010|4.3|5.3|4.8
0.2|0.5|0.4|31|VIII(b) Chondrosarcomas|83185451|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
2.3|3.0|2.6|216|VIII(c) Ewing tumor and related sarcomas of bone|83185451|0-19|All Races|Male and Female|2010|2.3|3.0|2.6
0.3|0.6|0.4|36|VIII(d) Other specified malignant bone tumors|83185451|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
0.1|0.3|0.2|16|VIII(e) Unspecified malignant bone tumors|83185451|0-19|All Races|Male and Female|2010|0.1|0.3|0.2
10.8|12.3|11.5|981|X Germ cell, trophoblastic tumors & neoplasms of gonads|83185451|0-19|All Races|Male and Female|2010|11.1|12.6|11.8
1.7|2.3|2.0|166|X(a) Intracranial & intraspinal germ cell tumors|83185451|0-19|All Races|Male and Female|2010|1.7|2.3|2.0
1.1|1.6|1.3|111|X(b) Malignant extracranial & extragonadal germ cell tumors|83185451|0-19|All Races|Male and Female|2010|1.1|1.6|1.3
6.7|7.9|7.3|626|X(c) Malignant gonadal germ cell tumors|83185451|0-19|All Races|Male and Female|2010|6.9|8.1|7.5
0.4|0.7|0.5|44|X(d) Gonadal carcinomas|83185451|0-19|All Races|Male and Female|2010|0.4|0.7|0.5
0.3|0.6|0.4|34|X(e) Other and unspecified malignant gonadal tumors|83185451|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
17.0|18.9|17.9|1535|XI Other malignant epithelial neoplasms and malignant melanomas|83185451|0-19|All Races|Male and Female|2010|17.5|19.4|18.5
0.2|0.4|0.3|21|XI(a) Adrenocortical carcinomas|83185451|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
