AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|~|~|~|Benign/Borderline|~|109915911|Male|Glioma malignant, NOS|2011|~|~|~
20+|0.4|0.5|0.4|Malignant|480|109915911|Male|Glioma malignant, NOS|2011|0.4|0.5|0.4
20+|~|~|~|Benign/Borderline|~|112332773|Male|Glioma malignant, NOS|2012|~|~|~
20+|0.4|0.5|0.4|Malignant|481|112332773|Male|Glioma malignant, NOS|2012|0.4|0.5|0.4
20+|~|~|~|Benign/Borderline|~|113652712|Male|Glioma malignant, NOS|2013|~|~|~
20+|0.4|0.4|0.4|Malignant|444|113652712|Male|Glioma malignant, NOS|2013|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|114975678|Male|Glioma malignant, NOS|2014|~|~|~
20+|0.4|0.5|0.4|Malignant|479|114975678|Male|Glioma malignant, NOS|2014|0.4|0.5|0.4
20+|0.2|0.3|0.2|Benign/Borderline|245|101938779|Male|Hemangioblastoma|2004|0.2|0.3|0.2
20+|~|~|~|Malignant|~|101938779|Male|Hemangioblastoma|2004|~|~|~
20+|0.2|0.3|0.3|Benign/Borderline|283|103190694|Male|Hemangioblastoma|2005|0.2|0.3|0.3
20+|~|~|~|Malignant|~|103190694|Male|Hemangioblastoma|2005|~|~|~
20+|0.2|0.3|0.3|Benign/Borderline|276|104488268|Male|Hemangioblastoma|2006|0.2|0.3|0.3
20+|~|~|~|Malignant|~|104488268|Male|Hemangioblastoma|2006|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|253|105697783|Male|Hemangioblastoma|2007|0.2|0.3|0.2
20+|~|~|~|Malignant|~|105697783|Male|Hemangioblastoma|2007|~|~|~
20+|0.2|0.3|0.3|Benign/Borderline|289|106947980|Male|Hemangioblastoma|2008|0.2|0.3|0.3
20+|~|~|~|Malignant|~|106947980|Male|Hemangioblastoma|2008|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|270|108197539|Male|Hemangioblastoma|2009|0.2|0.3|0.2
20+|~|~|~|Malignant|~|108197539|Male|Hemangioblastoma|2009|~|~|~
20+|0.2|0.3|0.3|Benign/Borderline|301|109536975|Male|Hemangioblastoma|2010|0.2|0.3|0.3
20+|~|~|~|Malignant|~|109536975|Male|Hemangioblastoma|2010|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|1358|556321335|Male|Hemangioblastoma|2010-2014|0.2|0.3|0.2
20+|~|~|~|Malignant|~|556321335|Male|Hemangioblastoma|2010-2014|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|264|109915911|Male|Hemangioblastoma|2011|0.2|0.3|0.2
20+|~|~|~|Malignant|~|109915911|Male|Hemangioblastoma|2011|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|272|112332773|Male|Hemangioblastoma|2012|0.2|0.3|0.2
20+|~|~|~|Malignant|~|112332773|Male|Hemangioblastoma|2012|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|270|113652712|Male|Hemangioblastoma|2013|0.2|0.3|0.2
20+|~|~|~|Malignant|~|113652712|Male|Hemangioblastoma|2013|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|258|114975678|Male|Hemangioblastoma|2014|0.2|0.3|0.2
20+|~|~|~|Malignant|~|114975678|Male|Hemangioblastoma|2014|~|~|~
20+|0.1|0.2|0.1|Benign/Borderline|135|101938779|Male|Hemangioma|2004|0.1|0.2|0.1
20+|~|~|~|Malignant|~|101938779|Male|Hemangioma|2004|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|192|103190694|Male|Hemangioma|2005|0.2|0.2|0.2
20+|~|~|~|Malignant|~|103190694|Male|Hemangioma|2005|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|227|104488268|Male|Hemangioma|2006|0.2|0.2|0.2
20+|~|~|~|Malignant|~|104488268|Male|Hemangioma|2006|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|262|105697783|Male|Hemangioma|2007|0.2|0.3|0.2
20+|~|~|~|Malignant|~|105697783|Male|Hemangioma|2007|~|~|~
20+|0.3|0.3|0.3|Benign/Borderline|310|106947980|Male|Hemangioma|2008|0.3|0.3|0.3
20+|~|~|~|Malignant|~|106947980|Male|Hemangioma|2008|~|~|~
20+|0.3|0.4|0.4|Benign/Borderline|413|108197539|Male|Hemangioma|2009|0.3|0.4|0.4
20+|~|~|~|Malignant|~|108197539|Male|Hemangioma|2009|~|~|~
20+|0.3|0.4|0.4|Benign/Borderline|426|109536975|Male|Hemangioma|2010|0.4|0.4|0.4
20+|~|~|~|Malignant|~|109536975|Male|Hemangioma|2010|~|~|~
20+|0.4|0.4|0.4|Benign/Borderline|2335|556321335|Male|Hemangioma|2010-2014|0.4|0.4|0.4
20+|~|~|~|Malignant|~|556321335|Male|Hemangioma|2010-2014|~|~|~
20+|0.4|0.5|0.4|Benign/Borderline|486|109915911|Male|Hemangioma|2011|0.4|0.5|0.4
20+|~|~|~|Malignant|~|109915911|Male|Hemangioma|2011|~|~|~
20+|0.4|0.5|0.4|Benign/Borderline|489|112332773|Male|Hemangioma|2012|0.4|0.5|0.4
20+|~|~|~|Malignant|~|112332773|Male|Hemangioma|2012|~|~|~
20+|0.4|0.5|0.4|Benign/Borderline|493|113652712|Male|Hemangioma|2013|0.4|0.5|0.4
20+|~|~|~|Malignant|~|113652712|Male|Hemangioma|2013|~|~|~
20+|0.3|0.4|0.4|Benign/Borderline|445|114975678|Male|Hemangioma|2014|0.4|0.4|0.4
20+|~|~|~|Malignant|~|114975678|Male|Hemangioma|2014|~|~|~
20+|~|~|~|Benign/Borderline|~|101938779|Male|Local Extensions from Regional Tumors|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|24|101938779|Male|Local Extensions from Regional Tumors|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|103190694|Male|Local Extensions from Regional Tumors|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|24|103190694|Male|Local Extensions from Regional Tumors|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|104488268|Male|Local Extensions from Regional Tumors|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|34|104488268|Male|Local Extensions from Regional Tumors|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|105697783|Male|Local Extensions from Regional Tumors|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|23|105697783|Male|Local Extensions from Regional Tumors|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|106947980|Male|Local Extensions from Regional Tumors|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|30|106947980|Male|Local Extensions from Regional Tumors|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|108197539|Male|Local Extensions from Regional Tumors|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|29|108197539|Male|Local Extensions from Regional Tumors|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109536975|Male|Local Extensions from Regional Tumors|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|29|109536975|Male|Local Extensions from Regional Tumors|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|556321335|Male|Local Extensions from Regional Tumors|2010-2014|~|~|~
20+|0.0|0.0|0.0|Malignant|132|556321335|Male|Local Extensions from Regional Tumors|2010-2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109915911|Male|Local Extensions from Regional Tumors|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|21|109915911|Male|Local Extensions from Regional Tumors|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|112332773|Male|Local Extensions from Regional Tumors|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|29|112332773|Male|Local Extensions from Regional Tumors|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|113652712|Male|Local Extensions from Regional Tumors|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|.|113652712|Male|Local Extensions from Regional Tumors|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|114975678|Male|Local Extensions from Regional Tumors|2014|~|~|~
20+|0.0|0.0|0.0|Malignant|26|114975678|Male|Local Extensions from Regional Tumors|2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|101938779|Male|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
20+|0.7|0.8|0.8|Malignant|748|101938779|Male|Lymphomas and Hematopoietic Neoplasms|2004|0.7|0.8|0.7
20+|~|~|~|Benign/Borderline|~|103190694|Male|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
20+|0.7|0.8|0.8|Malignant|776|103190694|Male|Lymphomas and Hematopoietic Neoplasms|2005|0.7|0.8|0.8
20+|~|~|~|Benign/Borderline|~|104488268|Male|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
20+|0.7|0.8|0.8|Malignant|757|104488268|Male|Lymphomas and Hematopoietic Neoplasms|2006|0.7|0.8|0.7
20+|~|~|~|Benign/Borderline|~|105697783|Male|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
20+|0.7|0.8|0.7|Malignant|736|105697783|Male|Lymphomas and Hematopoietic Neoplasms|2007|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|106947980|Male|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
20+|0.7|0.8|0.8|Malignant|772|106947980|Male|Lymphomas and Hematopoietic Neoplasms|2008|0.7|0.8|0.7
20+|~|~|~|Benign/Borderline|~|108197539|Male|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
20+|0.7|0.8|0.7|Malignant|759|108197539|Male|Lymphomas and Hematopoietic Neoplasms|2009|0.7|0.8|0.7
20+|~|~|~|Benign/Borderline|~|109536975|Male|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
20+|0.6|0.7|0.7|Malignant|756|109536975|Male|Lymphomas and Hematopoietic Neoplasms|2010|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|556321335|Male|Lymphomas and Hematopoietic Neoplasms|2010-2014|~|~|~
20+|0.7|0.7|0.7|Malignant|3828|556321335|Male|Lymphomas and Hematopoietic Neoplasms|2010-2014|0.7|0.7|0.7
20+|~|~|~|Benign/Borderline|~|109915911|Male|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
20+|0.7|0.8|0.7|Malignant|799|109915911|Male|Lymphomas and Hematopoietic Neoplasms|2011|0.7|0.8|0.7
20+|~|~|~|Benign/Borderline|~|112332773|Male|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
20+|0.6|0.7|0.7|Malignant|755|112332773|Male|Lymphomas and Hematopoietic Neoplasms|2012|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|113652712|Male|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
20+|0.6|0.7|0.6|Malignant|730|113652712|Male|Lymphomas and Hematopoietic Neoplasms|2013|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|114975678|Male|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
20+|0.6|0.7|0.7|Malignant|808|114975678|Male|Lymphomas and Hematopoietic Neoplasms|2014|0.7|0.8|0.7
20+|5.0|5.3|5.2|Benign/Borderline|4837|101938779|Male|Meningioma|2004|4.6|4.9|4.7
20+|0.2|0.2|0.2|Malignant|169|101938779|Male|Meningioma|2004|0.1|0.2|0.2
20+|5.5|5.8|5.7|Benign/Borderline|5395|103190694|Male|Meningioma|2005|5.1|5.4|5.2
20+|0.1|0.2|0.2|Malignant|157|103190694|Male|Meningioma|2005|0.1|0.2|0.2
20+|5.8|6.1|6.0|Benign/Borderline|5794|104488268|Male|Meningioma|2006|5.4|5.7|5.5
20+|0.1|0.2|0.2|Malignant|151|104488268|Male|Meningioma|2006|0.1|0.2|0.1
20+|5.9|6.2|6.1|Benign/Borderline|5992|105697783|Male|Meningioma|2007|5.5|5.8|5.7
20+|0.1|0.2|0.2|Malignant|177|105697783|Male|Meningioma|2007|0.1|0.2|0.2
20+|6.3|6.6|6.5|Benign/Borderline|6550|106947980|Male|Meningioma|2008|6.0|6.3|6.1
20+|0.1|0.2|0.1|Malignant|147|106947980|Male|Meningioma|2008|0.1|0.2|0.1
20+|6.7|7.0|6.9|Benign/Borderline|7055|108197539|Male|Meningioma|2009|6.4|6.7|6.5
20+|0.1|0.2|0.1|Malignant|151|108197539|Male|Meningioma|2009|0.1|0.2|0.1
20+|6.5|6.9|6.7|Benign/Borderline|7037|109536975|Male|Meningioma|2010|6.3|6.6|6.4
20+|0.1|0.1|0.1|Malignant|120|109536975|Male|Meningioma|2010|0.1|0.1|0.1
20+|6.6|6.8|6.7|Benign/Borderline|36601|556321335|Male|Meningioma|2010-2014|6.5|6.6|6.6
20+|0.1|0.1|0.1|Malignant|715|556321335|Male|Meningioma|2010-2014|0.1|0.1|0.1
20+|6.6|6.9|6.7|Benign/Borderline|7176|109915911|Male|Meningioma|2011|6.4|6.7|6.5
20+|0.1|0.2|0.1|Malignant|142|109915911|Male|Meningioma|2011|0.1|0.2|0.1
20+|6.4|6.7|6.6|Benign/Borderline|7263|112332773|Male|Meningioma|2012|6.3|6.6|6.5
20+|0.1|0.2|0.1|Malignant|146|112332773|Male|Meningioma|2012|0.1|0.2|0.1
20+|6.7|7.0|6.8|Benign/Borderline|7700|113652712|Male|Meningioma|2013|6.6|6.9|6.8
20+|0.1|0.2|0.1|Malignant|151|113652712|Male|Meningioma|2013|0.1|0.2|0.1
20+|6.4|6.7|6.6|Benign/Borderline|7596|114975678|Male|Meningioma|2014|6.5|6.8|6.6
20+|0.1|0.2|0.1|Malignant|156|114975678|Male|Meningioma|2014|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|101938779|Male|Mixed glioma|2004|~|~|~
20+|0.3|0.3|0.3|Malignant|292|101938779|Male|Mixed glioma|2004|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|103190694|Male|Mixed glioma|2005|~|~|~
20+|0.3|0.4|0.3|Malignant|329|103190694|Male|Mixed glioma|2005|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|104488268|Male|Mixed glioma|2006|~|~|~
20+|0.3|0.4|0.4|Malignant|364|104488268|Male|Mixed glioma|2006|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|105697783|Male|Mixed glioma|2007|~|~|~
20+|0.3|0.4|0.3|Malignant|346|105697783|Male|Mixed glioma|2007|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|106947980|Male|Mixed glioma|2008|~|~|~
20+|0.3|0.3|0.3|Malignant|334|106947980|Male|Mixed glioma|2008|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|108197539|Male|Mixed glioma|2009|~|~|~
20+|0.3|0.4|0.4|Malignant|391|108197539|Male|Mixed glioma|2009|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|109536975|Male|Mixed glioma|2010|~|~|~
20+|0.3|0.4|0.3|Malignant|341|109536975|Male|Mixed glioma|2010|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|556321335|Male|Mixed glioma|2010-2014|~|~|~
20+|0.3|0.3|0.3|Malignant|1650|556321335|Male|Mixed glioma|2010-2014|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|109915911|Male|Mixed glioma|2011|~|~|~
20+|0.3|0.4|0.3|Malignant|358|109915911|Male|Mixed glioma|2011|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|112332773|Male|Mixed glioma|2012|~|~|~
20+|0.3|0.3|0.3|Malignant|327|112332773|Male|Mixed glioma|2012|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|113652712|Male|Mixed glioma|2013|~|~|~
20+|0.3|0.4|0.3|Malignant|372|113652712|Male|Mixed glioma|2013|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|114975678|Male|Mixed glioma|2014|~|~|~
20+|0.2|0.3|0.2|Malignant|262|114975678|Male|Mixed glioma|2014|0.2|0.3|0.2
20+|0.5|0.6|0.6|Benign/Borderline|500|101938779|Male|Neoplasm, unspecified|2004|0.4|0.5|0.5
20+|0.6|0.8|0.7|Malignant|615|101938779|Male|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.6|0.7|0.7|Benign/Borderline|627|103190694|Male|Neoplasm, unspecified|2005|0.6|0.7|0.6
20+|0.6|0.7|0.7|Malignant|606|103190694|Male|Neoplasm, unspecified|2005|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|607|104488268|Male|Neoplasm, unspecified|2006|0.5|0.6|0.6
20+|0.6|0.7|0.6|Malignant|573|104488268|Male|Neoplasm, unspecified|2006|0.5|0.6|0.5
20+|0.6|0.7|0.6|Benign/Borderline|593|105697783|Male|Neoplasm, unspecified|2007|0.5|0.6|0.6
20+|0.6|0.7|0.6|Malignant|571|105697783|Male|Neoplasm, unspecified|2007|0.5|0.6|0.5
20+|0.6|0.7|0.6|Benign/Borderline|597|106947980|Male|Neoplasm, unspecified|2008|0.5|0.6|0.6
20+|0.6|0.7|0.7|Malignant|622|106947980|Male|Neoplasm, unspecified|2008|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|608|108197539|Male|Neoplasm, unspecified|2009|0.5|0.6|0.6
20+|0.6|0.7|0.7|Malignant|643|108197539|Male|Neoplasm, unspecified|2009|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|644|109536975|Male|Neoplasm, unspecified|2010|0.5|0.6|0.6
20+|0.6|0.6|0.6|Malignant|601|109536975|Male|Neoplasm, unspecified|2010|0.5|0.6|0.5
20+|0.6|0.6|0.6|Benign/Borderline|3186|556321335|Male|Neoplasm, unspecified|2010-2014|0.6|0.6|0.6
20+|0.6|0.6|0.6|Malignant|3026|556321335|Male|Neoplasm, unspecified|2010-2014|0.5|0.6|0.5
20+|0.5|0.6|0.6|Benign/Borderline|615|109915911|Male|Neoplasm, unspecified|2011|0.5|0.6|0.6
20+|0.5|0.6|0.6|Malignant|604|109915911|Male|Neoplasm, unspecified|2011|0.5|0.6|0.5
20+|0.6|0.7|0.6|Benign/Borderline|686|112332773|Male|Neoplasm, unspecified|2012|0.6|0.7|0.6
20+|0.5|0.6|0.6|Malignant|620|112332773|Male|Neoplasm, unspecified|2012|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|671|113652712|Male|Neoplasm, unspecified|2013|0.5|0.6|0.6
20+|0.5|0.6|0.6|Malignant|607|113652712|Male|Neoplasm, unspecified|2013|0.5|0.6|0.5
20+|0.5|0.6|0.5|Benign/Borderline|582|114975678|Male|Neoplasm, unspecified|2014|0.5|0.5|0.5
20+|0.5|0.6|0.6|Malignant|638|114975678|Male|Neoplasm, unspecified|2014|0.5|0.6|0.6
20+|2.2|2.3|2.3|Benign/Borderline|2297|101938779|Male|Nerve sheath, benign and malignant|2004|2.2|2.3|2.3
20+|0.0|0.0|0.0|Malignant|27|101938779|Male|Nerve sheath, benign and malignant|2004|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|2646|103190694|Male|Nerve sheath, benign and malignant|2005|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|29|103190694|Male|Nerve sheath, benign and malignant|2005|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2606|104488268|Male|Nerve sheath, benign and malignant|2006|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|18|104488268|Male|Nerve sheath, benign and malignant|2006|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2690|105697783|Male|Nerve sheath, benign and malignant|2007|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|19|105697783|Male|Nerve sheath, benign and malignant|2007|0.0|0.0|0.0
20+|2.3|2.5|2.4|Benign/Borderline|2642|106947980|Male|Nerve sheath, benign and malignant|2008|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|24|106947980|Male|Nerve sheath, benign and malignant|2008|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2803|108197539|Male|Nerve sheath, benign and malignant|2009|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|.|108197539|Male|Nerve sheath, benign and malignant|2009|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2805|109536975|Male|Nerve sheath, benign and malignant|2010|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|21|109536975|Male|Nerve sheath, benign and malignant|2010|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|14820|556321335|Male|Nerve sheath, benign and malignant|2010-2014|2.6|2.7|2.7
20+|0.0|0.0|0.0|Malignant|101|556321335|Male|Nerve sheath, benign and malignant|2010-2014|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2852|109915911|Male|Nerve sheath, benign and malignant|2011|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|16|109915911|Male|Nerve sheath, benign and malignant|2011|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3026|112332773|Male|Nerve sheath, benign and malignant|2012|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|25|112332773|Male|Nerve sheath, benign and malignant|2012|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|3031|113652712|Male|Nerve sheath, benign and malignant|2013|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|20|113652712|Male|Nerve sheath, benign and malignant|2013|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3151|114975678|Male|Nerve sheath, benign and malignant|2014|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|.|114975678|Male|Nerve sheath, benign and malignant|2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|101938779|Male|Neuroepithelial|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|29|101938779|Male|Neuroepithelial|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|103190694|Male|Neuroepithelial|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|18|103190694|Male|Neuroepithelial|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|104488268|Male|Neuroepithelial|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|25|104488268|Male|Neuroepithelial|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|105697783|Male|Neuroepithelial|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|32|105697783|Male|Neuroepithelial|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|106947980|Male|Neuroepithelial|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|18|106947980|Male|Neuroepithelial|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|108197539|Male|Neuroepithelial|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|24|108197539|Male|Neuroepithelial|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109536975|Male|Neuroepithelial|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|26|109536975|Male|Neuroepithelial|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|556321335|Male|Neuroepithelial|2010-2014|~|~|~
20+|0.0|0.0|0.0|Malignant|137|556321335|Male|Neuroepithelial|2010-2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109915911|Male|Neuroepithelial|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|26|109915911|Male|Neuroepithelial|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|112332773|Male|Neuroepithelial|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|27|112332773|Male|Neuroepithelial|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|113652712|Male|Neuroepithelial|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|27|113652712|Male|Neuroepithelial|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|114975678|Male|Neuroepithelial|2014|~|~|~
20+|0.0|0.0|0.0|Malignant|32|114975678|Male|Neuroepithelial|2014|0.0|0.0|0.0
20+|0.1|0.2|0.2|Benign/Borderline|159|101938779|Male|Neuronal/glial, neuronal|2004|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|.|101938779|Male|Neuronal/glial, neuronal|2004|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|187|103190694|Male|Neuronal/glial, neuronal|2005|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|35|103190694|Male|Neuronal/glial, neuronal|2005|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|197|104488268|Male|Neuronal/glial, neuronal|2006|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|24|104488268|Male|Neuronal/glial, neuronal|2006|0.0|0.0|0.0
20+|0.1|0.2|0.2|Benign/Borderline|183|105697783|Male|Neuronal/glial, neuronal|2007|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|23|105697783|Male|Neuronal/glial, neuronal|2007|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|215|106947980|Male|Neuronal/glial, neuronal|2008|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|23|106947980|Male|Neuronal/glial, neuronal|2008|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|216|108197539|Male|Neuronal/glial, neuronal|2009|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|20|108197539|Male|Neuronal/glial, neuronal|2009|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|232|109536975|Male|Neuronal/glial, neuronal|2010|0.2|0.2|0.2
20+|~|~|~|Malignant|~|109536975|Male|Neuronal/glial, neuronal|2010|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|1020|556321335|Male|Neuronal/glial, neuronal|2010-2014|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|92|556321335|Male|Neuronal/glial, neuronal|2010-2014|0.0|0.0|0.0
20+|0.1|0.2|0.2|Benign/Borderline|180|109915911|Male|Neuronal/glial, neuronal|2011|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|20|109915911|Male|Neuronal/glial, neuronal|2011|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|199|112332773|Male|Neuronal/glial, neuronal|2012|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|21|112332773|Male|Neuronal/glial, neuronal|2012|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|207|113652712|Male|Neuronal/glial, neuronal|2013|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|.|113652712|Male|Neuronal/glial, neuronal|2013|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|210|114975678|Male|Neuronal/glial, neuronal|2014|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|.|114975678|Male|Neuronal/glial, neuronal|2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|101938779|Male|Oligodendroglioma|2004|~|~|~
20+|0.4|0.5|0.5|Malignant|472|101938779|Male|Oligodendroglioma|2004|0.4|0.5|0.5
20+|~|~|~|Benign/Borderline|~|103190694|Male|Oligodendroglioma|2005|~|~|~
20+|0.4|0.5|0.4|Malignant|434|103190694|Male|Oligodendroglioma|2005|0.4|0.5|0.4
20+|~|~|~|Benign/Borderline|~|104488268|Male|Oligodendroglioma|2006|~|~|~
20+|0.4|0.5|0.4|Malignant|460|104488268|Male|Oligodendroglioma|2006|0.4|0.5|0.4
20+|~|~|~|Benign/Borderline|~|105697783|Male|Oligodendroglioma|2007|~|~|~
